Data_Type,startTimestamp,endTimestamp,startLatitude,startLongitude,endLatitude,endLongitude,activityType,confidence,latitude,longitude,placeId,placeName,placeConfidence,visitConfidence
place visit,2023-06-01T05:41:09.694Z,2023-06-01T05:58:17.189Z,,,,,,,22.776345,86.2650595,ChIJC4vADgUI9jkR0S1vkHrzkwU,Millennium Park,MEDIUM_CONFIDENCE,59
activity type,2023-06-01T05:58:17.189Z,2023-06-01T06:10:10.113Z,22.7773954,86.2659073,22.770606,86.2600396,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-01T06:10:10.113Z,2023-06-01T12:59:28.199Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,91
activity type,2023-06-01T12:59:28.199Z,2023-06-01T15:18:36.439Z,22.7706376,86.2600572,22.7706246,86.2600868,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-01T15:18:36.439Z,2023-06-02T03:15:45.379Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,95
activity type,2023-06-02T03:15:45.379Z,2023-06-02T03:26:05.129Z,22.7707547,86.2601856,22.7769334,86.2418982,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-02T03:26:05.129Z,2023-06-02T04:20:16.146Z,,,,,,,22.7774394,86.2417249,ChIJswgY4Arj9TkRZo0yFAawue4,C2 park,MEDIUM_CONFIDENCE,94
activity type,2023-06-02T04:20:16.146Z,2023-06-02T06:16:51.218Z,22.776423,86.2406175,22.7707689,86.260252,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-02T06:16:51.218Z,2023-06-02T08:25:46.289Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,94
activity type,2023-06-02T08:25:46.289Z,2023-06-02T09:45:24.429Z,22.7706034,86.2600384,22.7706186,86.2600614,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-02T09:45:24.429Z,2023-06-02T13:26:45.470Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,91
activity type,2023-06-02T13:26:45.470Z,2023-06-02T14:14:37.407Z,22.770609,86.2600497,22.770708,86.2601428,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-02T14:14:37.407Z,2023-06-03T12:47:48.825Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,88
activity type,2023-06-03T12:47:48.825Z,2023-06-03T13:24:12.374Z,22.7712604,86.2591808,22.8056056,86.2034398,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-03T13:24:12.374Z,2023-06-03T13:52:47.016Z,,,,,,,22.805246,86.2034997,ChIJt5DCAHvk9TkRbIlk_CkBkqw,THE LAPTRONICS - HP & Dell Service Centre In Jamshedpur,MEDIUM_CONFIDENCE,88
activity type,2023-06-03T13:52:47.016Z,2023-06-03T13:59:44.672Z,22.8057262,86.2033951,22.8074928,86.2047905,WALKING,LOW,,,,,,
place visit,2023-06-03T13:59:44.672Z,2023-06-03T15:42:01.169Z,,,,,,,22.8079968,86.2040862,ChIJZXi4xQjj9TkR8yA2yKUqPJg,Aambagan Ground,HIGH_CONFIDENCE,96
activity type,2023-06-03T15:42:01.169Z,2023-06-03T15:52:32.844Z,22.8069575,86.2039898,22.8021196,86.2048629,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-03T15:52:32.844Z,2023-06-03T17:20:45.670Z,,,,,,,22.8021421,86.2051476,ChIJi7f_57Dj9TkRhX68c3lc-zM,Balaji Spencer,MEDIUM_CONFIDENCE,96
activity type,2023-06-03T17:20:45.670Z,2023-06-03T17:47:43.536Z,22.8027284,86.2044696,22.7706877,86.2601437,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-03T17:47:43.536Z,2023-06-04T04:43:57.401Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,94
activity type,2023-06-04T04:43:57.401Z,2023-06-04T05:03:35.169Z,22.7706167,86.2600692,22.7772505,86.2657917,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-04T05:03:35.169Z,2023-06-04T05:09:50.634Z,,,,,,,22.776345,86.2650595,ChIJC4vADgUI9jkR0S1vkHrzkwU,Millennium Park,MEDIUM_CONFIDENCE,93
activity type,2023-06-04T05:09:50.634Z,2023-06-04T05:34:30.505Z,22.7772882,86.2657532,22.7706044,86.2600251,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-04T05:34:30.505Z,2023-06-05T12:32:21.012Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,92
activity type,2023-06-05T12:32:21.012Z,2023-06-05T13:32:41.947Z,22.7706035,86.2600314,22.7738307,86.2445336,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-05T13:32:41.947Z,2023-06-05T13:43:08.227Z,,,,,,,22.7720465,86.2447572,ChIJkauLI7Li9TkRd5WjR-tHbP8,Telco Club Ground,MEDIUM_CONFIDENCE,89
activity type,2023-06-05T13:43:08.227Z,2023-06-05T14:06:04.453Z,22.7737423,86.244658,22.7707388,86.2605808,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-05T14:06:04.453Z,2023-06-06T06:04:29.430Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,96
activity type,2023-06-06T06:04:29.430Z,2023-06-06T07:14:38.508Z,22.7706043,86.260048,22.7952039,86.2235747,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-06T07:14:38.508Z,2023-06-06T07:38:34.248Z,,,,,,,22.7953892,86.2241363,ChIJJZ3xeubi9TkRBDDvfPZZ998,Akash Deep Plaza,MEDIUM_CONFIDENCE,90
activity type,2023-06-06T07:38:34.248Z,2023-06-06T08:21:42.416Z,22.7951816,86.2238556,22.7707405,86.2602128,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-06T08:21:42.416Z,2023-06-07T04:14:34.304Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,95
activity type,2023-06-07T04:14:34.304Z,2023-06-07T04:16:35.148Z,22.7716936,86.2603681,22.7721266,86.2600488,WALKING,MEDIUM,,,,,,
place visit,2023-06-07T04:16:35.148Z,2023-06-07T04:39:37.767Z,,,,,,,22.7721961,86.2593781,ChIJxS1-egEI9jkRm8vR_E_gMP0,Mishra Dial Centre /Mishra Mobile,MEDIUM_CONFIDENCE,81
activity type,2023-06-07T04:39:37.767Z,2023-06-07T04:50:33.961Z,22.7725989,86.2597578,22.7706206,86.2600648,WALKING,MEDIUM,,,,,,
place visit,2023-06-07T04:50:33.961Z,2023-06-08T06:27:21.595Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,94
activity type,2023-06-08T06:27:21.595Z,2023-06-08T08:14:11.058Z,22.7706048,86.260016,22.7712178,86.2604581,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-08T08:14:11.058Z,2023-06-08T13:37:46.212Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,93
activity type,2023-06-08T13:37:46.212Z,2023-06-08T14:28:39.444Z,22.7706297,86.2601039,22.7706066,86.2600326,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-08T14:28:39.444Z,2023-06-09T07:08:56.103Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,94
activity type,2023-06-09T07:08:56.103Z,2023-06-09T07:35:30.266Z,22.770771,86.2591499,22.8038555,86.1805355,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-09T07:35:30.266Z,2023-06-09T08:20:50.132Z,,,,,,,22.8039157,86.1805238,ChIJWXp2gXvj9TkRxWspI2lqpVg,ARKA JAIN University Office,MEDIUM_CONFIDENCE,65
activity type,2023-06-09T08:20:50.132Z,2023-06-09T08:34:03.025Z,22.7726094,86.2567411,22.7706214,86.2600932,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-09T08:34:03.025Z,2023-06-09T13:58:31.585Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,93
activity type,2023-06-09T13:58:31.585Z,2023-06-09T15:41:45.075Z,22.7709788,86.2596195,22.7706018,86.2600208,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-09T15:41:45.075Z,2023-06-10T12:55:26.251Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,96
activity type,2023-06-10T12:55:26.251Z,2023-06-10T13:49:25.388Z,22.7707757,86.2603028,22.7934276,86.2633574,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-10T13:49:25.388Z,2023-06-10T13:55:06.699Z,,,,,,,22.7930555,86.2627026,ChIJRSw2AF0J9jkRsvVMkGqn-KE,Arjun Colony (Moharda),MEDIUM_CONFIDENCE,90
activity type,2023-06-10T13:55:06.699Z,2023-06-10T14:05:56.978Z,22.7934318,86.2633435,22.7797153,86.2709405,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-10T14:05:56.978Z,2023-06-10T14:25:34.824Z,,,,,,,22.7794707,86.2707952,ChIJO_ttxA8I9jkRI6R-R0X1KQU,Shanghai Kitchen,MEDIUM_CONFIDENCE,72
activity type,2023-06-10T14:25:34.824Z,2023-06-10T14:43:52.574Z,22.7798045,86.2708201,22.770652,86.2601286,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-10T14:43:52.574Z,2023-06-11T05:55:22.504Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,95
activity type,2023-06-11T05:55:22.504Z,2023-06-11T07:15:40.374Z,22.7706206,86.2600607,22.7706364,86.2601082,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-11T07:15:40.374Z,2023-06-11T09:01:23.370Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,92
activity type,2023-06-11T09:01:23.370Z,2023-06-11T09:34:02.003Z,22.7706318,86.2601148,22.777206,86.2517226,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-11T09:34:02.003Z,2023-06-11T12:03:35.318Z,,,,,,,22.7760525,86.2536316,ChIJN4j8-6ji9TkRhbNodNpiaHA,Sumant Moolgaokar Stadium,MEDIUM_CONFIDENCE,95
activity type,2023-06-11T12:03:35.318Z,2023-06-11T12:38:04.033Z,22.777393,86.2519087,22.770734,86.2602101,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-11T12:38:04.033Z,2023-06-11T13:05:44.253Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,92
activity type,2023-06-11T13:05:44.253Z,2023-06-11T13:47:29.254Z,22.7707442,86.2602819,22.776681,86.2408528,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-11T13:47:29.254Z,2023-06-11T14:01:59.393Z,,,,,,,22.7774394,86.2417249,ChIJswgY4Arj9TkRZo0yFAawue4,C2 park,HIGH_CONFIDENCE,93
activity type,2023-06-11T14:01:59.393Z,2023-06-11T15:29:56.120Z,22.7764642,86.2407151,22.776978,86.2603833,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-11T15:29:56.120Z,2023-06-11T16:00:07.308Z,,,,,,,22.7776656,86.2606469,ChIJ19tjhFvj9TkRlR7dlUGdIbA,High Sky,MEDIUM_CONFIDENCE,96
activity type,2023-06-11T16:00:07.308Z,2023-06-11T16:50:55.888Z,22.777751,86.2608056,22.7706334,86.2601023,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-11T16:50:55.888Z,2023-06-13T06:28:20.770Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,95
activity type,2023-06-13T06:28:20.770Z,2023-06-13T07:27:48.465Z,22.7706,86.2600239,22.7707541,86.2603114,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-13T07:27:48.465Z,2023-06-14T13:36:40.195Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,93
activity type,2023-06-14T13:36:40.195Z,2023-06-14T14:30:06.420Z,22.7706118,86.2600262,22.7707717,86.2603108,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-14T14:30:06.420Z,2023-06-15T05:44:49.153Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,95
activity type,2023-06-15T05:44:49.153Z,2023-06-15T06:59:28.501Z,22.7706139,86.2600526,22.7706127,86.2600479,CYCLING,LOW,,,,,,
place visit,2023-06-15T06:59:28.501Z,2023-06-15T15:24:50.836Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,94
activity type,2023-06-15T15:24:50.836Z,2023-06-15T15:48:37.583Z,22.770644,86.2601199,22.7712221,86.2003707,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
place visit,2023-06-15T15:48:37.583Z,2023-06-15T16:18:31.286Z,,,,,,,22.768494,86.2011403,ChIJA3vfhjTj9TkRZDiYErW8zdE,Tatanagar Junction,MEDIUM_CONFIDENCE,93
activity type,2023-06-15T16:18:31.286Z,2023-06-15T16:51:46.526Z,22.7703713,86.2003263,22.7706277,86.2600944,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
place visit,2023-06-15T16:51:46.526Z,2023-06-16T06:08:26.556Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,93
activity type,2023-06-16T06:08:26.556Z,2023-06-16T06:53:36.409Z,22.7706383,86.2601156,22.803981,86.1805592,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-16T06:53:36.409Z,2023-06-16T06:59:56.627Z,,,,,,,22.8039157,86.1805238,ChIJWXp2gXvj9TkRxWspI2lqpVg,ARKA JAIN University Office,HIGH_CONFIDENCE,97
activity type,2023-06-16T06:59:56.627Z,2023-06-16T07:17:14.886Z,22.8039781,86.1805538,22.8050455,86.2018709,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-16T07:17:14.886Z,2023-06-16T07:24:22.844Z,,,,,,,22.8050709,86.2017587,ChIJI_dN4nHj9TkRPAmt1WlZDdY,Sitla mandir sakchi,LOW_CONFIDENCE,84
activity type,2023-06-16T07:24:22.844Z,2023-06-16T07:36:40.067Z,22.8050492,86.2018796,22.8067829,86.2025123,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-16T07:36:40.067Z,2023-06-16T07:41:13.689Z,,,,,,,22.8066834,86.2021611,ChIJnzXt44v1HDoRW4ax62hgis0,HDFC Bank,LOW_CONFIDENCE,77
activity type,2023-06-16T07:41:13.689Z,2023-06-16T08:15:45.525Z,22.8063502,86.2023811,22.7706191,86.260071,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-16T08:15:45.525Z,2023-06-16T13:08:16.629Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,92
activity type,2023-06-16T13:08:16.629Z,2023-06-16T14:23:39.055Z,22.7706352,86.2601071,22.777532,86.2775554,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-16T14:23:39.055Z,2023-06-16T14:34:45.385Z,,,,,,,22.7782951,86.2769581,ChIJ35o7xnII9jkR9VhLlvRj-MM,Kamdhenu Enclave,LOW_CONFIDENCE,83
activity type,2023-06-16T14:34:45.385Z,2023-06-16T14:46:03.903Z,22.7776419,86.2773502,22.7706463,86.2601057,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-16T14:46:03.903Z,2023-06-17T07:24:03.341Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,95
activity type,2023-06-17T07:24:03.341Z,2023-06-17T08:52:51.382Z,22.7706384,86.2601036,22.7705998,86.2600271,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-17T08:52:51.382Z,2023-06-17T12:46:29.608Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,92
activity type,2023-06-17T12:46:29.608Z,2023-06-17T13:15:38.066Z,22.7707012,86.2601465,22.8036948,86.205277,CYCLING,LOW,,,,,,
place visit,2023-06-17T13:15:38.066Z,2023-06-17T13:22:42.588Z,,,,,,,22.8035868,86.2053096,ChIJxXuWyhrj9TkRnIV6puGKqf0,Pride Uniform,HIGH_CONFIDENCE,95
activity type,2023-06-17T13:22:42.588Z,2023-06-17T14:33:14.656Z,22.8036929,86.2052764,22.7707413,86.2601872,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-17T14:33:14.656Z,2023-06-18T05:54:56.232Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,96
activity type,2023-06-18T05:54:56.232Z,2023-06-18T07:48:06.993Z,22.7706047,86.2600295,22.7706049,86.2600363,CYCLING,LOW,,,,,,
place visit,2023-06-18T07:48:06.993Z,2023-06-18T12:50:12.329Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,95
activity type,2023-06-18T12:50:12.329Z,2023-06-18T14:24:43.842Z,22.770657,86.2601233,22.7734479,86.257558,CYCLING,LOW,,,,,,
place visit,2023-06-18T14:24:43.842Z,2023-06-18T14:31:50.010Z,,,,,,,22.7729681,86.2557805,ChIJsVh196ni9TkRKxp995zKZa4,Rock Garden,MEDIUM_CONFIDENCE,91
activity type,2023-06-18T14:31:50.010Z,2023-06-18T15:11:17.761Z,22.773326,86.2572243,22.7706417,86.260081,CYCLING,LOW,,,,,,
place visit,2023-06-18T15:11:17.761Z,2023-06-19T06:58:58.932Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,95
activity type,2023-06-19T06:58:58.932Z,2023-06-19T07:11:05.250Z,22.7706069,86.2600326,22.7772869,86.2373859,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-19T07:11:05.250Z,2023-06-19T07:17:18.201Z,,,,,,,22.7741536,86.2346828,ChIJO9H_mMni9TkRQTGh0vJjwS0,The Indian Steel & Wire Products Limited | ISWP .,MEDIUM_CONFIDENCE,69
activity type,2023-06-19T07:17:18.201Z,2023-06-19T08:02:05.305Z,22.7773013,86.2374065,22.7706187,86.2600815,MOTORCYCLING,LOW,,,,,,
place visit,2023-06-19T08:02:05.305Z,2023-06-19T11:55:11.726Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,93
activity type,2023-06-19T11:55:11.726Z,2023-06-19T13:21:35.283Z,22.7705998,86.2600165,22.7716642,86.2592816,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-19T13:21:35.283Z,2023-06-19T14:10:25.396Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,91
activity type,2023-06-19T14:10:25.396Z,2023-06-19T15:01:23.415Z,22.7706222,86.2600951,22.7684137,86.2005429,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-19T15:01:23.415Z,2023-06-19T15:42:39.730Z,,,,,,,22.768494,86.2011403,ChIJA3vfhjTj9TkRZDiYErW8zdE,Tatanagar Junction,HIGH_CONFIDENCE,95
activity type,2023-06-19T15:42:39.730Z,2023-06-19T18:39:35.455Z,22.7674212,86.202319,23.6565255,86.0848682,IN_TRAIN,HIGH,,,,,,
place visit,2023-06-19T18:39:35.455Z,2023-06-19T18:44:56.727Z,,,,,,,23.6581269,86.0843959,ChIJsXPw6Ms89DkRft-qDEchLNY,Bokaro Steel City,MEDIUM_CONFIDENCE,89
activity type,2023-06-19T18:44:56.727Z,2023-06-20T03:26:41.001Z,23.65815,86.08419,25.3277491,82.9868591,IN_TRAIN,MEDIUM,,,,,,
place visit,2023-06-20T03:26:41.001Z,2023-06-20T12:35:23.600Z,,,,,,,25.3268509,82.9863231,ChIJs8uW4eYtjjkRGAnjxYG7JxU,Varanasi Junction railway station,HIGH_CONFIDENCE,92
activity type,2023-06-20T12:35:23.600Z,2023-06-20T12:59:22.796Z,25.327716,82.9889874,25.2991924,82.9477869,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-20T12:59:22.796Z,2023-06-20T14:35:44.072Z,,,,,,,25.2985531,82.9475798,ChIJnbU2KocyjjkRVcp9UCDgnwU,Meghna Multispeciality Hospital Pvt. Ltd.,MEDIUM_CONFIDENCE,95
activity type,2023-06-20T14:35:44.072Z,2023-06-20T18:32:45.322Z,25.298552,82.9476785,25.5854511,81.5004891,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-20T18:32:45.322Z,2023-06-20T18:48:01.014Z,,,,,,,25.5855239,81.5013818,ChIJ1R6LEBQomzkRdY6I2SfKQYY,Jaiswal Hotel (Kulhad Point),HIGH_CONFIDENCE,91
activity type,2023-06-20T18:48:01.014Z,2023-06-21T02:44:28.408Z,25.5844494,81.5022043,27.5596121,77.6830394,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
place visit,2023-06-21T02:44:28.408Z,2023-06-21T04:34:40.824Z,,,,,,,27.5595233,77.6832459,ChIJNQprVM5xczkRd6sNxftk4OE,"Tourist facility centre, Vrindavan",MEDIUM_CONFIDENCE,91
activity type,2023-06-21T04:34:40.824Z,2023-06-21T04:56:51.901Z,27.5611047,77.6825298,27.5609896,77.6276215,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-21T04:56:51.901Z,2023-06-21T05:19:09.010Z,,,,,,,27.560615,77.627325,ChIJN7ZmoottczkRdGtojvIAA0I,Chatikara Chauraha,LOW_CONFIDENCE,75
activity type,2023-06-21T05:19:09.010Z,2023-06-21T06:03:11.333Z,27.5607568,77.6274884,27.6888244,77.5182518,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-21T06:03:11.333Z,2023-06-21T07:04:44.380Z,,,,,,,27.6889466,77.5184473,ChIJQUbFaI4VczkRVfhxrAyJdLk,SANSKRITI UNIVERSITY Mathura Uttar Pradesh,HIGH_CONFIDENCE,94
activity type,2023-06-21T07:04:44.380Z,2023-06-21T09:19:34.414Z,27.6883293,77.5194288,28.3392151,77.3159806,IN_BUS,LOW,,,,,,
place visit,2023-06-21T09:19:34.414Z,2023-06-21T09:41:20.696Z,,,,,,,28.339801,77.316446,ChIJCwBUtJbbDDkRLwKuGD4qhKk,Raja Nahar Singh(Ballabgarh),HIGH_CONFIDENCE,70
activity type,2023-06-21T09:41:20.696Z,2023-06-21T10:51:01.556Z,28.3400112,77.3145448,28.668033,77.2284737,IN_SUBWAY,LOW,,,,,,
place visit,2023-06-21T10:51:01.556Z,2023-06-21T11:43:25.089Z,,,,,,,28.666553,77.2290128,ChIJKUwrIQb9DDkRJZOb8KKd2ck,Kashmiri Gate,MEDIUM_CONFIDENCE,92
activity type,2023-06-21T11:43:25.089Z,2023-06-21T11:53:13.799Z,28.6682081,77.2300052,28.6656785,77.2263722,WALKING,HIGH,,,,,,
place visit,2023-06-21T11:53:13.799Z,2023-06-21T13:16:35.487Z,,,,,,,28.6660779,77.2229902,ChIJo8hsu0r9DDkRznEMm6eRsyk,Laxmi Holiday Bus Boarding,MEDIUM_CONFIDENCE,76
activity type,2023-06-21T13:16:35.487Z,2023-06-21T13:29:19.084Z,28.6657887,77.2235666,28.6710203,77.226081,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
place visit,2023-06-21T13:29:19.084Z,2023-06-21T13:41:01.234Z,,,,,,,28.6711416,77.2260093,ChIJLbhhNkj9DDkR6ub7kSjN0Yo,"Bharat Petroleum, Petrol Pump -Rajinder Service Station",HIGH_CONFIDENCE,94
activity type,2023-06-21T13:41:01.234Z,2023-06-22T05:31:32.133Z,28.6710143,77.2260921,25.2985285,82.9482728,IN_PASSENGER_VEHICLE,HIGH,,,,,,
place visit,2023-06-22T05:31:32.133Z,2023-06-22T05:42:08.044Z,,,,,,,25.29929,82.947969,ChIJlxWl1oAyjjkRuqWkytjTUn8,Radha Automobiles Beohari bus,MEDIUM_CONFIDENCE,93
activity type,2023-06-22T05:42:08.044Z,2023-06-22T06:20:01.711Z,25.2995514,82.9478782,25.3260034,82.987756,IN_BUS,LOW,,,,,,
place visit,2023-06-22T06:20:01.711Z,2023-06-22T10:43:26.693Z,,,,,,,25.3268509,82.9863231,ChIJs8uW4eYtjjkRGAnjxYG7JxU,Varanasi Junction railway station,MEDIUM_CONFIDENCE,88
activity type,2023-06-22T10:43:26.693Z,2023-06-22T11:26:15.663Z,25.3241751,82.9865786,25.3160024,82.9679679,WALKING,HIGH,,,,,,
place visit,2023-06-22T11:26:15.663Z,2023-06-22T11:48:24.735Z,,,,,,,25.3171933,82.9686077,ChIJg-OJaNotjjkROuByJtxjRr0,Tulsi Travels,MEDIUM_CONFIDENCE,89
activity type,2023-06-22T11:48:24.735Z,2023-06-22T12:10:58.713Z,25.3171805,82.9684645,25.32433,82.9866709,WALKING,LOW,,,,,,
place visit,2023-06-22T12:10:58.713Z,2023-06-22T13:17:03.233Z,,,,,,,25.324395,82.9869471,ChIJYQqCp-YtjjkRBYfARQ2EBU0,Saubhagya Shri Guest House,MEDIUM_CONFIDENCE,94
activity type,2023-06-22T13:17:03.233Z,2023-06-22T13:39:06.554Z,25.3236628,82.9864557,25.3171393,82.9684586,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-22T13:39:06.554Z,2023-06-22T14:54:41.961Z,,,,,,,25.3171933,82.9686077,ChIJg-OJaNotjjkROuByJtxjRr0,Tulsi Travels,HIGH_CONFIDENCE,95
activity type,2023-06-22T14:54:41.961Z,2023-06-23T03:57:30.632Z,25.3171252,82.968449,22.7710011,86.2593651,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
place visit,2023-06-23T03:57:30.632Z,2023-06-23T13:33:55.880Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,95
activity type,2023-06-23T13:33:55.880Z,2023-06-23T14:20:35.671Z,22.7706267,86.2600938,22.7729819,86.2392282,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-23T14:20:35.671Z,2023-06-23T15:00:36.193Z,,,,,,,22.7731204,86.2395819,ChIJK6Ozw5Pj9TkRY9YsgAMPsy0,CHAIPAANI,MEDIUM_CONFIDENCE,94
activity type,2023-06-23T15:00:36.193Z,2023-06-23T15:20:31.156Z,22.7729391,86.2392941,22.7706037,86.2600234,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2023-06-23T15:20:31.156Z,2023-06-24T04:39:47.934Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,94
activity type,2023-06-24T04:39:47.934Z,2023-06-24T05:17:24.324Z,22.7707024,86.2602498,22.7936835,86.2212499,MOTORCYCLING,MEDIUM,,,,,,
place visit,2023-06-24T05:17:24.324Z,2023-06-24T05:27:20.060Z,,,,,,,22.7929995,86.2211832,ChIJGx2ABR3j9TkRn6Tt700wfNM,Reliance Smart,LOW_CONFIDENCE,91
activity type,2023-06-24T05:27:20.060Z,2023-06-24T05:38:03.103Z,22.7930747,86.221135,22.7951957,86.22396,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-24T05:38:03.103Z,2023-06-24T05:47:56.675Z,,,,,,,22.7953892,86.2241363,ChIJJZ3xeubi9TkRBDDvfPZZ998,Akash Deep Plaza,MEDIUM_CONFIDENCE,86
activity type,2023-06-24T05:47:56.675Z,2023-06-24T06:10:07.838Z,22.7951964,86.2238944,22.7706311,86.2601151,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-24T06:10:07.838Z,2023-06-24T06:22:58.367Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,87
activity type,2023-06-24T06:22:58.367Z,2023-06-24T06:45:40.028Z,22.7706513,86.2601323,22.7930912,86.2211012,MOTORCYCLING,HIGH,,,,,,
place visit,2023-06-24T06:45:40.028Z,2023-06-24T08:26:39.721Z,,,,,,,22.7929474,86.220964,ChIJxY-lk69xAjoRqXIQwWObwJI,Dr.Subhendu Mandal - ENT Allergy Thyroid Specialist in Jamshedpur,MEDIUM_CONFIDENCE,94
activity type,2023-06-24T08:26:39.721Z,2023-06-24T09:05:52.149Z,22.793107,86.2210508,22.7706527,86.2601478,IN_PASSENGER_VEHICLE,LOW,,,,,,
